ce worker worktree-prune: dry-run (670 candidate(s))
VERDICT      REASON             BRANCH                   PATH
REPORT_ONLY  too-new            worktree-agent-a5e4384c0d7da8edc /home/cedev2/creator-engine/.claude/worktrees/agent-a5e4384c0d7da8edc
REPORT_ONLY  too-new            ce-432-tenant-embedding-endpoint-ux /home/cedev2/creator-engine/.claude/worktrees/agent-a5e4384c0d7da8edc/.ce/wt-ce432-rework-harvest
REPORT_ONLY  unpushed-commits   ce-grading-spine-first   /home/cedev2/creator-engine/.claude/worktrees/agent-a5f64cc81684fe4d0
REPORT_ONLY  unpushed-commits   ce218-belt-poller        /home/cedev2/creator-engine/.claude/worktrees/agent-a60e1a5ba32fc015b
REPORT_ONLY  unpushed-commits   ce217-u2-herdr-containment-wrapper /home/cedev2/creator-engine/.claude/worktrees/agent-a6282e2d8d2f605a4
REPORT_ONLY  unpushed-commits   ce281-broker-optional-signature /home/cedev2/creator-engine/.claude/worktrees/agent-a67fa45d2feb01d2c
REPORT_ONLY  unpushed-commits   ce225-local              /home/cedev2/creator-engine/.claude/worktrees/agent-a696db5bad9ab9e56
REPORT_ONLY  unpushed-commits   ce216-integrator-runner  /home/cedev2/creator-engine/.claude/worktrees/agent-a6bdfa91549c9916d
REPORT_ONLY  locked             worktree-agent-a70151c5bf60f5b87 /home/cedev2/creator-engine/.claude/worktrees/agent-a70151c5bf60f5b87
REPORT_ONLY  unpushed-commits   feat/ce207-w1-visibility-backend /home/cedev2/creator-engine/.claude/worktrees/agent-a7144c6ea64ced50c
REPORT_ONLY  unpushed-commits   ce185-devops-broker-adr  /home/cedev2/creator-engine/.claude/worktrees/agent-a718d6640b99943a2
REPORT_ONLY  unpushed-commits   ce-326-onboard-os-native-default /home/cedev2/creator-engine/.claude/worktrees/agent-a75d2456e650d4034
REPORT_ONLY  locked             ce268-self-review-daemon-vault-wiring /home/cedev2/creator-engine/.claude/worktrees/agent-a75f37a90f104e4a8
REPORT_ONLY  too-new            ce-339-libsodium-dockerfile /home/cedev2/creator-engine/.claude/worktrees/agent-a781af905ed8a0603
REPORT_ONLY  unpushed-commits   fix/ce-ops-332-tmux-identity-parse /home/cedev2/creator-engine/.claude/worktrees/agent-a79dbccd2518be5a1
REPORT_ONLY  unpushed-commits   ce197-onboard-orchestrator /home/cedev2/creator-engine/.claude/worktrees/agent-a7e953ac6cd474850
REPORT_ONLY  unpushed-commits   ce243-self-review-broker /home/cedev2/creator-engine/.claude/worktrees/agent-a83fbe744c4dcce1f
REPORT_ONLY  unpushed-commits   ce266-broker-openbao-minter /home/cedev2/creator-engine/.claude/worktrees/agent-a8459efadbcb76ad3
REPORT_ONLY  too-new            worktree-agent-a8d09999f43445212 /home/cedev2/creator-engine/.claude/worktrees/agent-a8d09999f43445212
REPORT_ONLY  too-new            ce-386-xdist-wheelbuild  /home/cedev2/creator-engine/.claude/worktrees/agent-a8d09999f43445212/.ce/wt-ce386-harvest
REPORT_ONLY  unpushed-commits   ce282-broker-socket-reachability /home/cedev2/creator-engine/.claude/worktrees/agent-a8ec410cc5bd0a72c
REPORT_ONLY  too-new            worktree-agent-a8ef378102110e83c /home/cedev2/creator-engine/.claude/worktrees/agent-a8ef378102110e83c
REPORT_ONLY  too-new            ce-391b-has-milestone-scalar /home/cedev2/creator-engine/.claude/worktrees/agent-a8ef378102110e83c/.ce/wt-ce391b-harvest
REPORT_ONLY  unpushed-commits   ce249-readme-dangling-links /home/cedev2/creator-engine/.claude/worktrees/agent-a918caf954587e79b
REPORT_ONLY  unpushed-commits   worktree-agent-a94a0368565036b1f /home/cedev2/creator-engine/.claude/worktrees/agent-a94a0368565036b1f
REPORT_ONLY  unpushed-commits   ce-302-broker-namespace  /home/cedev2/creator-engine/.claude/worktrees/agent-a94df859ffa722b11
REPORT_ONLY  unpushed-commits   ce237-herdr-reach-plane  /home/cedev2/creator-engine/.claude/worktrees/agent-aa586b145f6fc1d2e
REPORT_ONLY  unpushed-commits   u1-herdr-ce-side-scaffold /home/cedev2/creator-engine/.claude/worktrees/agent-aa954699bee402824
REPORT_ONLY  unpushed-commits   ce218-belt-poller-clean  /home/cedev2/creator-engine/.claude/worktrees/agent-aa9fc2477b075508e
REPORT_ONLY  unpushed-commits   ce221-probed-containment /home/cedev2/creator-engine/.claude/worktrees/agent-aab511f8f3786b7d2
REPORT_ONLY  unpushed-commits   ce166-knowledge-ssot-slice2 /home/cedev2/creator-engine/.claude/worktrees/agent-ab052a69d1a0f9069
REPORT_ONLY  too-new            ce-351-launcher-argparity /home/cedev2/creator-engine/.claude/worktrees/agent-ab14f6a97c5f40e70
REPORT_ONLY  unpushed-commits   worktree-agent-ab2a8e0be6df54867 /home/cedev2/creator-engine/.claude/worktrees/agent-ab2a8e0be6df54867
REPORT_ONLY  unpushed-commits   ce252-validate-pr-preflight /home/cedev2/creator-engine/.claude/worktrees/agent-ab38bd359e5e3ed51
REPORT_ONLY  dirty              -                        /home/cedev2/creator-engine/.claude/worktrees/agent-ab456229b0a7e0903
REPORT_ONLY  unpushed-commits   worktree-agent-ab7988a2e4b7cb643 /home/cedev2/creator-engine/.claude/worktrees/agent-ab7988a2e4b7cb643
REPORT_ONLY  unpushed-commits   ce197-onboard-orchestrator /home/cedev2/creator-engine/.claude/worktrees/agent-ab8b746d672e45ab0
REPORT_ONLY  unpushed-commits   ce182-fix-search-type-qualifier /home/cedev2/creator-engine/.claude/worktrees/agent-abdc4faddcf3a4514
REPORT_ONLY  unpushed-commits   ce197-verify-install     /home/cedev2/creator-engine/.claude/worktrees/agent-abe9540d0da6af6b2
REPORT_ONLY  dirty              worktree-agent-abf3cbbef1ca85c09 /home/cedev2/creator-engine/.claude/worktrees/agent-abf3cbbef1ca85c09
REPORT_ONLY  unpushed-commits   -                        /home/cedev2/creator-engine/.claude/worktrees/agent-ac034ce98870bc073
REPORT_ONLY  unpushed-commits   ce207-visibility-backend /home/cedev2/creator-engine/.claude/worktrees/agent-ac2c08a75eeeb897d
REPORT_ONLY  unpushed-commits   worktree-agent-ac7fdaef1025ea6b6 /home/cedev2/creator-engine/.claude/worktrees/agent-ac7fdaef1025ea6b6
REPORT_ONLY  unpushed-commits   ce81-trustroot-fingerprint-anchor /home/cedev2/creator-engine/.claude/worktrees/agent-acd5af840d095db86
REPORT_ONLY  unpushed-commits   ce-forge-rebase-dismiss-fix /home/cedev2/creator-engine/.claude/worktrees/agent-ace6158bbb3aed227
REPORT_ONLY  unpushed-commits   ce249-public-docs-product-lens /home/cedev2/creator-engine/.claude/worktrees/agent-acf1e85b8c814fe06
REPORT_ONLY  unpushed-commits   ce207-fix                /home/cedev2/creator-engine/.claude/worktrees/agent-ad21532f4a13168a0
REPORT_ONLY  too-new            worktree-agent-ad4197e4a0a552bff /home/cedev2/creator-engine/.claude/worktrees/agent-ad4197e4a0a552bff
REPORT_ONLY  too-new            ce-437-portability-guard /home/cedev2/creator-engine/.claude/worktrees/agent-ad4197e4a0a552bff/.ce/wt-ce437s2-harvest
REPORT_ONLY  unpushed-commits   ce220-harness-matrix     /home/cedev2/creator-engine/.claude/worktrees/agent-ad49449521d1dc5c5
REPORT_ONLY  dirty              ce218-belt-poller        /home/cedev2/creator-engine/.claude/worktrees/agent-ad5bd898b19c51eb9
REPORT_ONLY  unpushed-commits   ce188-rebase             /home/cedev2/creator-engine/.claude/worktrees/agent-ad5c87a0c0e057342
REPORT_ONLY  unpushed-commits   harvest-ce256            /home/cedev2/creator-engine/.claude/worktrees/agent-adadce6606e5a9034
REPORT_ONLY  unpushed-commits   worktree-agent-adc31f5deba785353 /home/cedev2/creator-engine/.claude/worktrees/agent-adc31f5deba785353
REPORT_ONLY  unpushed-commits   fix/ce-ops-331-package-schemas /home/cedev2/creator-engine/.claude/worktrees/agent-addd3411ca1748daf
REPORT_ONLY  locked             worktree-agent-ae4e931a570c23930 /home/cedev2/creator-engine/.claude/worktrees/agent-ae4e931a570c23930
REPORT_ONLY  unpushed-commits   ce166-harvest            /home/cedev2/creator-engine/.claude/worktrees/agent-ae55a613f0a320cc4
REPORT_ONLY  unpushed-commits   ce-ci-live-base-pr-tolerant /home/cedev2/creator-engine/.claude/worktrees/agent-aee0fee6deadb8ec5
REPORT_ONLY  too-new            ce-conveyor-golive       /home/cedev2/creator-engine/.claude/worktrees/agent-af2c07da3787ab2db
REPORT_ONLY  unpushed-commits   ce-public-docs-no-internal-refs-guard /home/cedev2/creator-engine/.claude/worktrees/agent-af4081d8947b3316a
REPORT_ONLY  unpushed-commits   feat/runsc-detached-launch-mode /home/cedev2/creator-engine/.claude/worktrees/agent-af56b7df4451ac12f
REPORT_ONLY  unpushed-commits   ce-ops-222-egress-confinement /home/cedev2/creator-engine/.claude/worktrees/agent-afcc240d3ce1003ee
REPORT_ONLY  unpushed-commits   ce262-cross-repo-autoclose /home/cedev2/creator-engine/.claude/worktrees/agent-afdf01608e9d19389
REPORT_ONLY  dirty              ce-public-docs-no-internal-refs-guard /home/cedev2/creator-engine/.claude/worktrees/agent-afe43e8ed9a656c29
REPORT_ONLY  unpushed-commits   -                        /home/cedev2/creator-engine/.claude/worktrees/agent-afea84a79d615fffb
REPORT_ONLY  unpushed-commits   ce242-live-self-push-pr  /home/cedev2/creator-engine/.claude/worktrees/agent-aff67b7aa16b24283
REPORT_ONLY  unpushed-commits   ce224-restore-lane-harness-row /home/cedev2/creator-engine/.claude/worktrees/ce224-harvest
REPORT_ONLY  unpushed-commits   ce249-split-relocate-and-scrub /home/cedev2/creator-engine/.claude/worktrees/ce249-split
REPORT_ONLY  dirty              ce-327-per-user-app      /home/cedev2/creator-engine/.claude/worktrees/wt-ce327-harvest
PRUNABLE     merged             -                        /home/cedev2/creator-engine/mcheck-wt
REPORT_ONLY  unpushed-commits   ce259-worker-run         /home/cedev2/creator-engine/wt-ce259-harvest
REPORT_ONLY  unpushed-commits   ce293-activate-belt-daemon /home/cedev2/creator-engine/wt-ce293-harvest
REPORT_ONLY  active-worktree    -                        /tmp/claude-1003/-home-cedev2-creator-engine/1b9124e2-60b6-4104-b7f6-1a4f3e0a26c6/scratchpad/wt-n5-demo
REPORT_ONLY  too-new            -                        /tmp/claude-1003/-home-cedev2-creator-engine/542408d7-cc3c-4807-97bc-1db2d3aef4c9/scratchpad/ce369-harvest/main-check
REPORT_ONLY  dirty              -                        /var/tmp/ce-validate-pr-base-0na4a_i6/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-0rhekc02/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-2aodynw7/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-4h2xn814/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-6zqj57gw/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-9wf5jhyn/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-hfr89_y7/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-icnb8e5o/base
REPORT_ONLY  dirty              -                        /var/tmp/ce-validate-pr-base-j0v6v0hy/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-l_6crsbe/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-m19fy5gr/base
REPORT_ONLY  dirty              -                        /var/tmp/ce-validate-pr-base-mk3eiq4a/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-p2au87av/base
REPORT_ONLY  too-new            -                        /var/tmp/ce-validate-pr-base-yyjtsj3k/base
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_claim_has_correc0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_creates_lease_cl0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_event_is_claim_c0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_lease_written_be0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_literal_none_env0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_no_files_written0/worktree
PRUNABLE     orphan-empty       -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_production_lengt0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_proposed_state_c0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_refuses_existing0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_refuses_proposed0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_refuses_same_con0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_refuses_when_con0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_refuses_when_pro0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_rollback_leaves_0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_rollback_removes0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_allocate_same_second_two_0/worktree
PRUNABLE     orphan-empty       -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_is_not_root_checkout_when0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_appends_claim_rel0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_calls_git_worktre0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_claim_write_failu0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_does_not_delete_b0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_event_write_failu0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_existing_malforme0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_existing_schema_i0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_git_worktree_remo0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_is_recoverable_wh1/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_is_recoverable_wh2/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_is_recoverable_wh3/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_lease_removal_fai0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_marks_claim_relea0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_removes_lease0/worktree
REPORT_ONLY  unknown-state      -                        /var/tmp/ce222tmp/pytest-of-cedev2/pytest-0/test_release_same_second_two_l0/worktree
REPORT_ONLY  dirty              ce-291-automerge-classifier-dryrun /var/tmp/ce291-harvest-wt
REPORT_ONLY  dirty              ce-341-autoreview-runmode /var/tmp/ce341-harvest-wt
REPORT_ONLY  dirty              ce-342-ci-retrigger      /var/tmp/ce342-wt
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw1/test_allocate_rollback_removes0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw1/test_allocate_same_second_two_0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw1/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw10/test_allocate_production_lengt0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw10/test_release_claim_write_failu0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw10/test_release_removes_lease0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw11/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw12/test_allocate_proposed_state_c0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw13/test_allocate_refuses_when_con0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw14/test_release_existing_malforme0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw14/test_release_same_second_two_l0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw15/test_release_does_not_delete_b0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw15/test_release_marks_claim_relea0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw16/test_release_calls_git_worktre0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw17/test_allocate_refuses_existing0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw18/test_allocate_creates_lease_cl0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw18/test_allocate_lease_written_be0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw19/test_release_appends_claim_rel0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw19/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw3/test_allocate_no_files_written0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw3/test_allocate_refuses_when_pro0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw3/test_is_not_root_checkout_when0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw4/test_allocate_event_is_claim_c0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw4/test_allocate_rollback_leaves_0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw5/test_allocate_literal_none_env0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw5/test_allocate_refuses_same_con0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw6/test_allocate_claim_has_correc0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw6/test_allocate_refuses_proposed0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw6/test_release_event_write_failu0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw7/test_release_existing_schema_i0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw7/test_release_git_worktree_remo0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw8/test_release_lease_removal_fai0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-594/popen-gw9/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw1/test_release_calls_git_worktre0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw1/test_release_does_not_delete_b0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw1/test_release_existing_schema_i0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw10/test_release_lease_removal_fai0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw11/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw12/test_allocate_proposed_state_c0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw12/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw14/test_allocate_creates_lease_cl0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw14/test_allocate_no_files_written0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw15/test_allocate_refuses_when_con0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw15/test_release_marks_claim_relea0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw16/test_allocate_lease_written_be0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw16/test_allocate_production_lengt0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw16/test_release_appends_claim_rel0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw17/test_allocate_literal_none_env0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw17/test_release_removes_lease0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw18/test_allocate_refuses_when_pro0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw19/test_allocate_claim_has_correc0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw19/test_allocate_rollback_leaves_0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw3/test_release_existing_malforme0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw3/test_release_same_second_two_l0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw4/test_release_git_worktree_remo0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw4/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw5/test_allocate_same_second_two_0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw5/test_is_not_root_checkout_when0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw5/test_release_claim_write_failu0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw6/test_allocate_refuses_same_con0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw7/test_allocate_event_is_claim_c0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw7/test_allocate_refuses_existing0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw8/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw9/test_allocate_refuses_proposed0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw9/test_allocate_rollback_removes0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-595/popen-gw9/test_release_event_write_failu0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw1/test_release_existing_malforme0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw1/test_release_existing_schema_i0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw1/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw1/test_release_lease_removal_fai0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw11/test_is_not_root_checkout_when0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw11/test_release_git_worktree_remo0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw12/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw13/test_release_appends_claim_rel0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw13/test_release_claim_write_failu0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw14/test_release_event_write_failu0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw15/test_allocate_rollback_leaves_0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw15/test_release_calls_git_worktre0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw16/test_allocate_claim_has_correc0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw16/test_release_is_recoverable_wh0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw17/test_allocate_literal_none_env0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw17/test_allocate_refuses_when_con0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw18/test_allocate_proposed_state_c0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw18/test_allocate_rollback_removes0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw19/test_allocate_creates_lease_cl0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw19/test_release_removes_lease0/worktree
REPORT_ONLY  too-new            -                        /var/tmp/pytest-of-cedev2/pytest-626/popen-gw2/test_allocate_refuses_existing0/worktree
